"Word","FREQcount","CDcount","FREQlow","Cdlow","SUBTLWF","Lg10WF","SUBTLCD","Lg10CD","nl","oPE","Npix","OLD20","CN","Freq"
"there",221754,8355,154266,8333,4348.12,5.3459,99.61,3.922,5,508.506215579853,787.298039215686,1.6,5,3.922
"about",185206,8321,179962,8313,3631.49,5.2677,99.2,3.9202,5,519.236755394151,812.811764705882,1.85,0,3.9202
"right",204428,8320,181467,8310,4008.39,5.3105,99.19,3.9202,5,600.958603373505,806.023529411765,1.2,10,3.9202
"think",137261,8301,132601,8297,2691.39,5.1376,98.96,3.9192,5,564.387000159628,809.301960784314,1.65,5,3.9192
"would",90162,8268,78316,8225,1767.88,4.955,98.57,3.9175,5,598.630364886795,829.145098039216,1.75,4,3.9175
"Where",93341,8260,45811,7925,1830.22,4.9701,98.47,3.917,5,534.438192061084,855.647058823529,1.75,2,3.917
"going",108288,8238,106853,8235,2123.29,5.0346,98.21,3.9159,5,590.637691888151,877.843137254902,1.85,2,3.9159
"could",83109,8233,75735,8207,1629.59,4.9197,98.15,3.9156,5,563.738647005612,792.513725490196,1.7,2,3.9156
"never",69490,8158,61882,8103,1362.55,4.8419,97.26,3.9116,5,485.007394178837,749.666666666667,1.7,5,3.9116
"thing",55522,8058,55245,8057,1088.67,4.7445,96.07,3.9063,5,578.78045135286,837.309803921569,1.45,6,3.9063
"doing",52492,7954,51900,7950,1029.25,4.7201,94.83,3.9006,5,563.587056030009,867.811764705882,1.55,3,3.9006
"sorry",59566,7923,43411,7595,1167.96,4.775,94.46,3.8989,5,542.50437185729,759.396078431373,1.8,3,3.8989
"first",42869,7861,36848,7681,840.57,4.6322,93.72,3.8955,5,567.408942586531,718.698039215686,1.8,1,3.8955
"again",40428,7852,39144,7815,792.71,4.6067,93.61,3.895,5,547.938297150609,829.117647058824,1.9,0,3.895
"these",46104,7850,37499,7628,904,4.6637,93.59,3.8949,5,489.109595737887,811.247058823529,1.75,3,3.8949
"still",40225,7811,36992,7748,788.73,4.6045,93.12,3.8928,5,647.214870167876,693.419607843137,1.5,6,3.8928
"Thank",56877,7790,13010,5332,1115.24,4.7549,92.87,3.8916,5,582.359116848909,895.592156862745,1.9,1,3.8916
"other",37505,7738,36688,7709,735.39,4.5741,92.25,3.8887,5,515.252275387766,784.654901960784,1.65,3,3.8887
"Maybe",47249,7737,18779,6368,926.45,4.6744,92.24,3.8886,5,604.878819139595,934.564705882353,2,0,3.8886
"those",38404,7712,32649,7540,753.02,4.5844,91.94,3.8872,5,496.67622648788,808.603921568627,1.75,3,3.8872
"after",34812,7645,27459,7337,682.59,4.5417,91.14,3.8834,5,532.497570303561,759.207843137255,1.8,2,3.8834
"doesn",32435,7549,29651,7420,635.98,4.511,90,3.8779,5,480.022141298852,844.654901960784,1.85,1,3.8779
"great",41864,7462,32689,7094,820.86,4.6219,88.96,3.8729,5,546.465148189533,813.105882352941,1.75,4,3.8729
"night",44168,7381,42911,7343,866.04,4.6451,87.99,3.8682,5,583.837259557824,837.309803921569,1.3,11,3.8682
"place",30736,7279,30163,7246,602.67,4.4877,86.78,3.8621,5,546.226584324366,815.160784313725,1.45,4,3.8621
"wrong",26678,7245,25814,7184,523.1,4.4262,86.37,3.8601,5,571.531985127835,850.462745098039,1.8,3,3.8601
"every",28007,7209,22413,6795,549.16,4.4473,85.94,3.8579,5,571.117577220847,764.796078431373,1.85,1,3.8579
"their",33413,7190,31842,7138,655.16,4.5239,85.72,3.8568,5,547.134787958601,752.364705882353,1.85,0,3.8568
"leave",28596,7185,24226,6947,560.71,4.4563,85.66,3.8565,5,538.210186367626,749.337254901961,1.5,4,3.8565
"might",26334,7121,25113,7061,516.35,4.4205,84.9,3.8526,5,632.907005746666,882.588235294118,1.45,10,3.8526
"being",24781,7083,23724,7019,485.9,4.3941,84.44,3.8503,5,545.367486764039,864.266666666667,1.85,1,3.8503
"gonna",101804,7021,100835,7010,1996.16,5.0078,83.7,3.8465,5,503.71243714582,863.16862745098,1.85,2,3.8465
"years",29003,6956,28677,6930,568.69,4.4625,82.93,3.8424,5,523.749439300821,791.564705882353,1.15,13,3.8424
"three",27654,6933,22223,6573,542.24,4.4418,82.65,3.841,5,493.508641950673,787.298039215686,1.8,1,3.841
"guess",23153,6694,20687,6474,453.98,4.3646,79.8,3.8258,5,494.214346050494,840.180392156863,1.85,1,3.8258
"which",24339,6653,17066,5627,477.24,4.3863,79.32,3.8231,5,565.82167837284,831.074509803922,1.9,1,3.8231
"today",22124,6570,19725,6367,433.8,4.3449,78.33,3.8176,5,562.017420251682,846.847058823529,1.95,0,3.8176
"while",17821,6545,15920,6278,349.43,4.251,78.03,3.816,5,603.649694708275,792.035294117647,1.65,5,3.816
"heard",19775,6530,19307,6478,387.75,4.2961,77.85,3.815,5,510.429286056348,850.58431372549,1.6,4,3.815
"whole",19660,6432,19465,6418,385.49,4.2936,76.68,3.8084,5,578.535394551306,824.325490196078,1.7,5,3.8084
"haven",18844,6421,17293,6253,369.49,4.2752,76.55,3.8077,5,478.675279351902,808.188235294118,1.6,4,3.8077
"Hello",29857,6405,3228,2089,585.43,4.4751,76.36,3.8066,5,602.651386782662,814.509803921569,1.6,8,3.8066
"ready",19778,6398,16707,6105,387.8,4.2962,76.28,3.8061,5,548.447086093595,839.623529411765,1.8,3,3.8061
"found",20196,6384,19573,6305,396,4.3053,76.11,3.8052,5,541.977543432568,839.035294117647,1.45,8,3.8052
"start",17345,6330,15866,6151,340.1,4.2392,75.46,3.8015,5,518.759349642163,736.501960784314,1.65,3,3.8015
"since",16064,6285,12715,5744,314.98,4.2059,74.93,3.7984,5,476.405663527282,751.83137254902,1.8,3,3.7984
"world",23216,6194,21342,6027,455.22,4.3658,73.84,3.792,5,608.292533987814,810.576470588235,1.85,1,3.792
"bring",16685,6140,13428,5736,327.16,4.2224,73.2,3.7882,5,574.850777529463,835.886274509804,1.55,4,3.7882
"until",15426,6129,13619,5812,302.47,4.1883,73.07,3.7875,5,590.0526571687,717.894117647059,1.9,1,3.7875
"looks",15886,6058,11288,5290,311.49,4.201,72.22,3.7824,5,547.796881235532,794.180392156863,1.3,12,3.7824
"house",26214,6040,24470,5849,514,4.4185,72.01,3.7811,5,462.636763375633,817.305882352941,1.45,7,3.7811
"wants",15655,6036,15488,6021,306.96,4.1947,71.96,3.7808,5,488.098482853113,806.027450980392,1.4,10,3.7808
"later",14889,5951,13588,5738,291.94,4.1729,70.95,3.7747,5,532.597143294223,732.498039215686,1,15,3.7747
"woman",22166,5925,20418,5744,434.63,4.3457,70.64,3.7728,5,541.744035836857,874.513725490196,1.85,2,3.7728
"alone",15735,5920,15212,5872,308.53,4.1969,70.58,3.7724,5,516.439567536646,779.654901960784,1.75,3,3.7724
"watch",16831,5882,11063,4994,330.02,4.2261,70.12,3.7696,5,524.004789554898,819.643137254902,1.55,8,3.7696
"worry",14638,5727,14549,5716,287.02,4.1655,68.28,3.758,5,582.151161970893,783.552941176471,1.75,5,3.758
"money",32679,5647,31545,5609,640.76,4.5143,67.32,3.7519,5,546.570745869581,871.678431372549,1.6,5,3.7519
"makes",12296,5642,11398,5455,241.1,4.0898,67.26,3.7515,5,507.155937558197,875.745098039216,1.05,17,3.7515
"under",13358,5576,12475,5447,261.92,4.1258,66.48,3.7464,5,498.601811131507,813.537254901961,1.9,1,3.7464
"happy",16993,5531,13664,5202,333.2,4.2303,65.94,3.7429,5,606.600837390586,958.721568627451,1.55,8,3.7429
"knows",12492,5479,12406,5464,244.94,4.0967,65.32,3.7388,5,520.198637161782,846.403921568627,1.7,4,3.7388
"stuff",15653,5429,15337,5392,306.92,4.1946,64.72,3.7348,5,585.003181286082,771.960784313726,1.65,4,3.7348
"least",10596,5406,10515,5380,207.76,4.0252,64.45,3.733,5,527.041723867293,756.447058823529,1.55,7,3.733
"comes",11656,5304,11412,5258,228.55,4.0666,63.23,3.7247,5,483.183488307126,829.4,1.25,12,3.7247
"check",14228,5293,10674,4744,278.98,4.1532,63.1,3.7238,5,512.769444887859,826.03137254902,1.75,3,3.7238
"means",11136,5250,10949,5198,218.35,4.0468,62.59,3.7202,5,475.697789794342,853,1.45,9,3.7202
"gotta",25852,5221,24560,5128,506.9,4.4125,62.24,3.7178,5,546.051373480192,820.329411764706,1.95,1,3.7178
"point",12063,5202,11289,5072,236.53,4.0815,62.02,3.7163,5,551.006633277462,804.686274509804,1.65,3,3.7163
"close",11191,5181,9558,4849,219.43,4.0489,61.77,3.7145,5,518.584287785669,754.266666666667,1.55,3,3.7145
"times",11221,5170,10433,5021,220.02,4.0501,61.64,3.7136,5,531.147237741771,795.501960784314,1.2,13,3.7136
"asked",11029,5102,10932,5078,216.25,4.0426,60.82,3.7078,5,526.865525979726,871.188235294118,1.8,1,3.7078
"yours",10441,5069,9763,4920,204.73,4.0188,60.43,3.705,5,539.618150557372,777.964705882353,1.5,7,3.705
"hands",12063,5056,11214,4926,236.53,4.0815,60.28,3.7039,5,472.412578152019,877.439215686275,1.55,7,3.7039
"crazy",13886,5039,13059,4950,272.27,4.1426,60.07,3.7024,5,534.156920610848,759.937254901961,1.95,1,3.7024
"break",11275,5023,10114,4862,221.08,4.0522,59.88,3.701,5,524.611910367945,841.050980392157,1.65,5,3.701
"cause",15812,4946,9988,4274,310.04,4.199,58.97,3.6943,5,447.016241652698,775.192156862745,1.6,2,3.6943
"stand",11536,4917,9252,4508,226.2,4.0621,58.62,3.6918,5,515.939562215659,829.929411764706,1.75,2,3.6918
"tried",9529,4867,9353,4819,186.84,3.9791,58.02,3.6874,5,553.217703594327,766.996078431373,1.55,8,3.6874
"hours",10959,4859,10899,4849,214.88,4.0398,57.93,3.6866,5,472.542290552583,788.925490196078,1.55,6,3.6866
"ahead",10115,4726,10049,4716,198.33,4.005,56.34,3.6746,5,512.447317556601,880.109803921569,1.95,0,3.6746
"young",12402,4685,11057,4483,243.18,4.0935,55.85,3.6708,5,586.702548088434,867.341176470588,2,0,3.6708
"sleep",11625,4661,10975,4565,227.94,4.0654,55.57,3.6686,5,545.546969031845,826.490196078431,1.5,6,3.6686
"funny",11127,4659,10115,4421,218.18,4.0464,55.54,3.6684,5,557.200965094313,818.992156862745,1.6,8,3.6684
"wanna",25796,4611,24276,4493,505.8,4.4116,54.97,3.6639,5,478.487443131932,833.023529411765,1.8,4,3.6639
"front",9259,4589,8995,4530,181.55,3.9666,54.71,3.6618,5,547.969198792134,758.325490196078,1.85,1,3.6618
"heart",12453,4582,11952,4507,244.18,4.0953,54.63,3.6611,5,493.659494639103,788.443137254902,1.6,3,3.6611
"seems",8545,4557,7320,4146,167.55,3.9318,54.33,3.6588,5,480.659852475588,844.517647058824,1.5,8,3.6588
"phone",13756,4502,13087,4436,269.73,4.1385,53.67,3.6535,5,521.166640726845,887.129411764706,1.55,4,3.6535
"needs",8198,4390,8048,4363,160.75,3.9138,52.34,3.6426,5,462.103126745947,847.298039215686,1.5,9,3.6426
"drink",12617,4353,11605,4198,247.39,4.101,51.9,3.6389,5,570.554538138185,814.066666666667,1.7,3,3.6389
"along",9330,4314,9089,4242,182.94,3.9699,51.43,3.635,5,573.62245124644,833.313725490196,1.85,2,3.635
"speak",9546,4289,8646,4067,187.18,3.9799,51.13,3.6325,5,536.455471971691,880.235294117647,1.7,4,3.6325
"quite",10332,4287,9119,4044,202.59,4.0142,51.11,3.6323,5,553.156381860748,794.003921568627,1.8,3,3.6323
"death",11051,4278,9811,4118,216.69,4.0434,51,3.6313,5,512.726565700906,860.450980392157,1.75,3,3.6313
"story",11260,4265,11048,4208,220.78,4.0516,50.85,3.63,5,561.723153616941,769.262745098039,1.75,2,3.63
"trust",9087,4242,7040,3577,178.18,3.9585,50.57,3.6277,5,521.362338707531,725.545098039216,1.6,3,3.6277
"truth",9801,4193,9350,4095,192.18,3.9913,49.99,3.6226,5,542.380475297309,758.972549019608,1.9,1,3.6226
"honey",15325,4185,9954,3549,300.49,4.1854,49.89,3.6218,5,507.956956527521,852.490196078431,1.35,10,3.6218
"clear",8763,4184,7369,3974,171.82,3.9427,49.88,3.6217,5,528.803928884986,734.105882352941,1.85,2,3.6217
"water",11478,4127,10619,3999,225.06,4.0599,49.2,3.6157,5,508.962144491446,779.172549019608,1.2,12,3.6157
"sound",7313,4069,6839,3922,143.39,3.8642,48.51,3.6096,5,496.205478622927,834.843137254902,1.6,7,3.6096
"lives",7124,4028,6917,3955,139.69,3.8528,48.02,3.6052,5,558.075811450766,708.827450980392,1.05,13,3.6052
"taken",7071,4027,6935,3985,138.65,3.8495,48.01,3.6051,5,494.009001117406,816.38431372549,1.6,7,3.6051
"touch",7534,4000,7145,3913,147.73,3.8771,47.69,3.6022,5,497.263703541117,786.317647058824,1.7,5,3.6022
"light",8425,3924,7737,3767,165.2,3.9256,46.78,3.5938,5,647.072065474764,807.454901960784,1.2,10,3.5938
"lucky",7316,3874,6089,3550,143.45,3.8643,46.19,3.5883,5,618.070828344905,795.21568627451,1.6,5,3.5883
"weren",6237,3867,5840,3723,122.29,3.795,46.1,3.5875,5,487.99712600101,799.447058823529,1.9,0,3.5875
"sense",6722,3839,6671,3825,131.8,3.8276,45.77,3.5843,5,439.449139995209,799.239215686275,1.7,4,3.5843
"women",9978,3827,8801,3599,195.65,3.9991,45.62,3.583,5,533.672239737142,873.36862745098,1.75,4,3.583
"order",7985,3825,7264,3695,156.57,3.9023,45.6,3.5827,5,522.747072791123,789.419607843137,1.75,3,3.5827
"catch",6911,3765,6227,3542,135.51,3.8396,44.89,3.5759,5,489.113071673716,783.011764705882,1.55,7,3.5759
"alive",7878,3735,7714,3704,154.47,3.8965,44.53,3.5724,5,580.410111873784,714.403921568627,1.8,3,3.5724
"known",6300,3732,6222,3710,123.53,3.7994,44.49,3.5721,5,535.795670710616,853.741176470588,1.85,1,3.5721
"party",11890,3724,11254,3620,233.14,4.0752,44.4,3.5711,5,578.535172400031,830.156862745098,1.5,7,3.5711
"drive",7810,3714,7009,3479,153.14,3.8927,44.28,3.57,5,566.621349801792,755.454901960784,1.65,1,3.57
"fight",10255,3703,9638,3647,201.08,4.011,44.15,3.5687,5,629.562341368025,834.164705882353,1.35,10,3.5687
"throw",6570,3674,5436,3305,128.82,3.8176,43.8,3.5653,5,563.039192406948,804.380392156863,1.65,3,3.5653
"Hurry",8856,3638,4188,2554,173.65,3.9473,43.37,3.561,5,573.952613270544,822.513725490196,1.6,7,3.561
"girls",10626,3635,9458,3480,208.35,4.0264,43.34,3.5606,5,602.235229600658,764.160784313725,1.85,2,3.5606
"takes",5986,3622,5684,3522,117.37,3.7772,43.18,3.5591,5,478.411967568573,809.047058823529,1,18,3.5591
"sweet",7405,3578,6006,3208,145.2,3.8696,42.66,3.5538,5,510.596089738472,801.976470588235,1.5,7,3.5538
"small",6373,3533,5893,3393,124.96,3.8044,42.12,3.5483,5,640.907974166599,796.196078431373,1.7,4,3.5483
"blood",9492,3526,8698,3393,186.12,3.9774,42.04,3.5474,5,576.452626573015,854.027450980392,1.65,4,3.5474
"piece",6349,3510,6090,3426,124.49,3.8028,41.85,3.5454,5,519.858004762283,806.03137254902,1.8,1,3.5454
"weeks",6637,3474,6569,3458,130.14,3.822,41.42,3.541,5,508.472894218744,846.141176470588,1.6,7,3.541
"clean",6183,3455,5587,3307,121.24,3.7913,41.19,3.5386,5,513.766153856385,765.392156862745,1.7,3,3.5386
"learn",6047,3414,5767,3322,118.57,3.7816,40.7,3.5334,5,525.049461915022,753.917647058823,1.75,1,3.5334
"works",5357,3406,5128,3306,105.04,3.729,40.61,3.5324,5,532.42353805837,815.117647058824,1.6,6,3.5324
"white",8744,3355,6335,2804,171.45,3.9418,40,3.5258,5,561.308499614227,800.470588235294,1.5,5,3.5258
"meant",5316,3348,5283,3333,104.24,3.7257,39.91,3.5249,5,512.683705137413,838.917647058823,1.75,2,3.5249
"words",6223,3315,6052,3263,122.02,3.7941,39.52,3.5206,5,525.653577699735,833.094117647059,1.45,8,3.5206
"worth",5569,3301,5387,3248,109.2,3.7459,39.35,3.5188,5,549.955742011865,804.380392156863,1.8,2,3.5188
"early",5510,3284,5221,3192,108.04,3.7412,39.15,3.5165,5,578.750677760927,769.047058823529,1.7,2,3.5165
"shoot",8412,3264,6828,2894,164.94,3.925,38.91,3.5139,5,504.305804533481,805.960784313726,1.5,6,3.5139
"worse",5002,3252,4724,3130,98.08,3.6992,38.77,3.5123,5,501.442782744033,789.466666666667,1.55,6,3.5123
"black",8565,3190,6530,2787,167.94,3.9328,38.03,3.5039,5,561.811166759783,825.576470588235,1.55,6,3.5039
"broke",5355,3149,5171,3093,105,3.7288,37.54,3.4983,5,533.218400643838,837.262745098039,1.8,2,3.4983
"tired",5745,3148,5544,3097,112.65,3.7594,37.53,3.4982,5,547.350188229972,766.996078431373,1.45,9,3.4982
"quiet",5978,3135,4377,2683,117.22,3.7766,37.37,3.4964,5,548.978022321546,794.003921568627,1.85,1,3.4964
"fault",5310,3101,5291,3091,104.12,3.7252,36.97,3.4916,5,578.113194056454,750.827450980392,1.75,2,3.4916
"quick",5542,3097,4067,2650,108.67,3.7437,36.92,3.4911,5,572.189975922525,821.262745098039,1.8,3,3.4911
"given",4851,3071,4579,2962,95.12,3.6859,36.61,3.4874,5,565.390186101576,796.772549019608,1.75,4,3.4874
"child",8040,3067,7673,2995,157.65,3.9053,36.56,3.4869,5,613.022590922392,799.03137254902,1.85,2,3.4869
"shall",9441,3061,7220,2422,185.12,3.9751,36.49,3.486,5,608.242395642109,777.007843137255,1.5,8,3.486
"spend",4757,3031,4617,2964,93.27,3.6774,36.13,3.4817,5,541.095138611753,899.972549019608,1.75,2,3.4817
"mouth",5325,3022,5133,2979,104.41,3.7264,36.03,3.4804,5,549.763511985526,851.407843137255,1.65,4,3.4804
"stick",4953,2995,4136,2677,97.12,3.695,35.71,3.4765,5,545.40661066326,756.062745098039,1.45,6,3.4765
"power",7600,2980,7049,2854,149.02,3.8809,35.53,3.4744,5,549.895465852554,846.572549019608,1.5,8,3.4744
"loved",5627,2957,5516,2937,110.33,3.7504,35.25,3.471,5,579.485455742676,789.176470588235,1.65,5,3.471
"write",6467,2942,5943,2777,126.8,3.8108,35.07,3.4688,5,559.900302631228,743.094117647059,1.45,5,3.4688
"human",6363,2931,5908,2827,124.76,3.8037,34.94,3.4672,5,515.338788011811,876.61568627451,1.9,0,3.4672
"month",4854,2895,4782,2866,95.18,3.6862,34.51,3.4618,5,545.201185915342,864.125490196078,1.85,1,3.4618
"table",5387,2889,5136,2826,105.63,3.7314,34.44,3.4609,5,551.656045308217,798.317647058824,1.5,5,3.4609
"bitch",8609,2849,7973,2775,168.8,3.935,33.97,3.4548,5,544.427998377097,801.278431372549,1.3,12,3.4548
"short",4367,2823,4033,2707,85.63,3.6403,33.66,3.4509,5,523.194909809241,780.223529411765,1.5,6,3.4509
"dream",6798,2809,6418,2729,133.29,3.8324,33.49,3.4487,5,558.287610743075,869.772549019608,1.6,3,3.4487
"relax",4936,2807,2806,1884,96.78,3.6935,33.46,3.4484,5,535.580181312686,740.117647058824,1.95,1,3.4484
"smart",4909,2793,4489,2612,96.25,3.6911,33.3,3.4462,5,546.713621065793,803.2,1.85,1,3.4462
"cover",4808,2782,4247,2569,94.27,3.6821,33.17,3.4445,5,497.837840875834,727.211764705882,1.2,12,3.4445
"seven",5327,2780,3853,2305,104.45,3.7266,33.14,3.4442,5,469.922636150795,773.61568627451,1.7,3,3.4442
"enjoy",4222,2769,3149,2236,82.78,3.6256,33.01,3.4425,5,606.479558757016,811.086274509804,2.25,1,3.4425
"tough",4616,2746,4068,2513,90.51,3.6644,32.74,3.4389,5,554.368378029636,856.882352941176,1.45,6,3.4389
"lying",4472,2733,4319,2687,87.69,3.6506,32.58,3.4368,5,684.897829701757,817.913725490196,1.7,3,3.4368
"floor",5132,2732,5030,2699,100.63,3.7104,32.57,3.4366,5,581.252510841513,744.341176470588,1.85,2,3.4366
"music",7734,2699,6912,2508,151.65,3.8885,32.18,3.4314,5,548.176392768775,787.298039215686,2,0,3.4314
"eight",5010,2682,3743,2256,98.24,3.6999,31.97,3.4286,5,586.720719264638,834.403921568627,1.3,10,3.4286
"state",5500,2669,3976,2195,107.84,3.7404,31.82,3.4265,5,492.111849176576,764.882352941176,1.3,9,3.4265
"count",4588,2655,3618,2421,89.96,3.6617,31.65,3.4242,5,484.190759438102,760.227450980392,1.7,3,3.4242
"Daddy",9439,2645,2455,1238,185.08,3.975,31.53,3.4226,5,599.023426317609,959.882352941176,1.8,4,3.4226
"lunch",5310,2637,4997,2561,104.12,3.7252,31.44,3.4213,5,538.349009630988,783.43137254902,1.75,4,3.4213
"calls",4097,2636,4018,2605,80.33,3.6126,31.43,3.4211,5,553.741606805543,731.105882352941,1.3,10,3.4211
"paper",5271,2626,4995,2557,103.35,3.722,31.31,3.4195,5,541.645260994492,883.309803921569,1.45,6,3.4195
"proud",4265,2621,4141,2576,83.63,3.63,31.25,3.4186,5,568.550123047861,860.662745098039,1.95,0,3.4186
"weird",5156,2597,4836,2513,101.1,3.7124,30.96,3.4146,5,573.834303748635,805.235294117647,1.9,0,3.4146
"swear",4496,2581,4315,2538,88.16,3.6529,30.77,3.412,5,512.316779072551,793.254901960784,1.65,4,3.412
"likes",3889,2561,3844,2545,76.25,3.5899,30.53,3.4086,5,563.539713863834,764.533333333333,1.1,15,3.4086
"spent",3574,2529,3472,2479,70.08,3.5533,30.15,3.4031,5,524.325347194508,837.83137254902,1.65,5,3.4031
"liked",4017,2522,3997,2519,78.76,3.604,30.07,3.4019,5,617.29542062415,812.592156862745,1.45,7,3.4019
"using",3520,2513,3301,2398,69.02,3.5467,29.96,3.4004,5,542.476133370579,812.58431372549,1.8,0,3.4004
"feels",3569,2468,3220,2278,69.98,3.5527,29.42,3.3925,5,536.71145808391,773.576470588235,1.4,8,3.3925
"dance",7550,2465,6993,2378,148.04,3.878,29.39,3.392,5,462.135441109957,835.96862745098,1.65,4,3.392
"class",5985,2445,5569,2353,117.35,3.7771,29.15,3.3885,5,499.946327852713,753.623529411765,1.45,9,3.3885
"smell",4240,2396,3961,2308,83.14,3.6275,28.56,3.3797,5,642.488210684544,795.050980392157,1.55,6,3.3797
"voice",4394,2396,4207,2340,86.16,3.643,28.56,3.3797,5,512.715415569211,720.658823529412,1.75,1,3.3797
"moved",3536,2394,3474,2366,69.33,3.5486,28.54,3.3793,5,565.320396014578,864.309803921569,1.65,6,3.3793
"offer",3810,2371,3740,2342,74.71,3.581,28.27,3.3751,5,560.999644158883,773.694117647059,1.85,1,3.3751
"favor",3609,2370,3569,2366,70.76,3.5575,28.25,3.3749,5,540.918934072949,745.023529411765,1.8,1,3.3749
"gives",3290,2368,3118,2281,64.51,3.5173,28.23,3.3746,5,549.793152552743,789.435294117647,1.45,9,3.3746
"named",3564,2359,3492,2327,69.88,3.5521,28.12,3.3729,5,522.358451725329,901.058823529412,1.7,5,3.3729
"upset",3800,2354,3768,2352,74.51,3.5799,28.06,3.372,5,521.165165482746,825.113725490196,1.95,0,3.372
"third",3801,2351,3109,2038,74.53,3.58,28.03,3.3714,5,585.451760582115,795.992156862745,1.9,0,3.3714
"share",3545,2346,3399,2296,69.51,3.5497,27.97,3.3705,5,486.553219863249,802.525490196078,1.15,13,3.3705
"earth",5074,2339,2773,1703,99.49,3.7054,27.89,3.3692,5,503.366740495383,788.443137254902,1.75,2,3.3692
"saved",3558,2339,3427,2268,69.76,3.5513,27.89,3.3692,5,506.331012717162,815.482352941176,1.45,8,3.3692
"buddy",5247,2321,4328,2189,102.88,3.72,27.67,3.3659,5,599.293877537445,938.113725490196,1.7,6,3.3659
"stuck",3399,2312,3283,2273,66.65,3.5315,27.56,3.3642,5,518.891797030887,781.18431372549,1.55,6,3.3642
"loves",3695,2298,3586,2256,72.45,3.5677,27.4,3.3615,5,525.729748982359,741.117647058824,1.35,8,3.3615
"twice",3191,2287,2800,2100,62.57,3.5041,27.27,3.3595,5,544.072300928511,754.56862745098,1.9,2,3.3595
"Jesus",8220,2273,25,18,161.18,3.9149,27.1,3.3568,5,484.071417644397,780.674509803922,1.95,0,3.3568
"whose",3187,2272,2137,1640,62.49,3.5035,27.09,3.3566,5,515.950257402824,846.843137254902,1.75,4,3.3566
"agree",3298,2264,3269,2253,64.67,3.5184,26.99,3.3551,5,510.930162689226,831.619607843137,1.9,0,3.3551
"prove",3590,2261,3368,2152,70.39,3.5552,26.96,3.3545,5,558.614687924015,796.792156862745,1.5,6,3.3545
"lived",3368,2229,3291,2197,66.04,3.5275,26.57,3.3483,5,611.831518211082,756.886274509804,1.5,8,3.3483
"dress",4447,2186,4328,2134,87.2,3.6482,26.06,3.3398,5,485.786041051426,811.580392156863,1.7,4,3.3398
"carry",3361,2181,2973,2003,65.9,3.5266,26,3.3389,5,537.386789980578,750.709803921569,1.55,9,3.3389
"doubt",3205,2165,3141,2130,62.84,3.506,25.81,3.3357,5,534.871666400616,855.294117647059,1.9,0,3.3357
"teach",3715,2150,3452,2066,72.84,3.5701,25.63,3.3326,5,481.394992284565,799.917647058823,1.65,4,3.3326
"idiot",3377,2147,3112,2032,66.22,3.5287,25.6,3.332,5,583.675670444567,757.8,2.05,1,3.332
"store",4178,2145,4040,2095,81.92,3.6211,25.57,3.3316,5,500.411394232047,751.227450980392,1.25,10,3.3316
"admit",3019,2125,2727,1999,59.2,3.48,25.33,3.3276,5,600.934605714741,844.705882352941,1.9,1,3.3276
"ought",4118,2110,4052,2093,80.75,3.6148,25.15,3.3245,5,562.164134541196,856.882352941176,1.65,1,3.3245
"blame",2998,2105,2883,2065,58.78,3.477,25.1,3.3235,5,574.839226993374,865.01568627451,1.6,4,3.3235
"bunch",3003,2105,2846,2027,58.88,3.4777,25.1,3.3235,5,492.918503072869,847.819607843137,1.6,7,3.3235
"movie",6271,2101,6103,2066,122.96,3.7974,25.05,3.3226,5,569.3664983904,785.749019607843,1.85,1,3.3226
"group",3762,2097,3033,1680,73.76,3.5755,25,3.3218,5,584.942130922924,870.694117647059,1.8,2,3.3218
"awful",3234,2092,3046,2029,63.41,3.5099,24.94,3.3208,5,626.998476201877,789.066666666667,2.4,0,3.3208
"visit",2993,2091,2950,2069,58.69,3.4763,24.93,3.3206,5,583.901916221033,682.329411764706,1.95,0,3.3206
"knock",3299,2088,2334,1648,64.69,3.5185,24.89,3.3199,5,521.337351344878,839.854901960784,1.85,1,3.3199
"worst",2874,2087,2769,2032,56.35,3.4586,24.88,3.3197,5,528.937605422086,770.952941176471,1.85,3,3.3197
"dying",3416,2084,3305,2049,66.98,3.5336,24.85,3.3191,5,649.564534945592,888.490196078431,1.7,4,3.3191
"extra",3017,2070,2744,1969,59.16,3.4797,24.68,3.3162,5,517.62679317317,748.552941176471,2.2,0,3.3162
"miles",4500,2064,3629,1966,88.24,3.6533,24.61,3.3149,5,566.307603027641,787.066666666667,1.05,16,3.3149
"dirty",3389,2060,3007,1907,66.45,3.5302,24.56,3.3141,5,603.646250698379,785.03137254902,1.85,2,3.3141
"marry",5322,2046,4991,1997,104.35,3.7262,24.39,3.3111,5,581.74844693644,815.8,1.6,8,3.3111
"keeps",2681,2041,2501,1931,52.57,3.4285,24.33,3.3101,5,504.037155798546,879.090196078431,1.65,6,3.3101
"hotel",5264,2021,4201,1797,103.22,3.7214,24.09,3.3058,5,547.047890893127,786.086274509804,1.75,3,3.3058
"wrote",3629,2021,3589,2004,71.16,3.5599,24.09,3.3058,5,534.786002474258,775.38431372549,1.8,3,3.3058
"shoes",3782,2019,3611,1982,74.16,3.5778,24.07,3.3054,5,455.383134461381,822.686274509804,1.5,5,3.3054
"often",2925,2017,2823,1971,57.35,3.4663,24.05,3.3049,5,522.637802298666,786.705882352941,1.95,0,3.3049
